City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Clarksburg,US,39.2807,-80.3445,82.51,75,0,0.0,clear sky
349,Viedma,AR,-40.8135,-62.9967,68.0,33,84,8.88,broken clouds
350,Kungurtug,RU,50.5994,97.5228,39.33,40,57,2.51,broken clouds
351,Edson,CA,53.5835,-116.4356,55.54,94,0,5.75,clear sky
352,Nobres,BR,-14.7203,-56.3275,88.61,36,54,7.07,broken clouds
353,Kez,RU,57.8979,53.7152,49.8,58,99,5.66,overcast clouds
354,Dudinka,RU,69.4058,86.1778,43.63,92,100,9.78,light rain
355,Esso,RU,55.9333,158.7,38.05,88,8,5.41,clear sky
356,Xuddur,SO,4.1213,43.8894,84.42,38,100,15.55,overcast clouds
357,Fortuna,US,40.5982,-124.1573,55.92,96,100,0.0,overcast clouds
358,Novoagansk,RU,61.9449,76.6625,45.45,79,98,13.18,overcast clouds
359,Jishou,CN,28.3167,109.7167,72.95,53,46,2.51,scattered clouds
360,Kamaishi,JP,39.2667,141.8833,69.35,94,100,3.98,overcast clouds
361,Pauini,BR,-7.7136,-66.9764,91.85,33,48,6.08,scattered clouds
362,Kathmandu,NP,27.7167,85.3167,73.62,83,75,3.44,broken clouds
363,Kindu,CD,-2.95,25.95,81.21,63,94,0.74,overcast clouds
364,Anadyr,RU,64.75,177.4833,45.1,87,20,33.55,light rain
365,Severnoye,RU,56.3491,78.3619,49.32,66,18,5.32,few clouds
366,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,82,40,18.41,scattered clouds
367,Nagato,JP,34.3833,131.2,80.02,83,100,22.08,overcast clouds
368,Carutapera,BR,-1.195,-46.02,86.02,63,22,11.39,few clouds
369,Goundam,ML,16.4145,-3.6708,96.84,31,99,2.17,overcast clouds
370,Faya,SA,18.3851,42.4509,82.51,57,73,10.0,broken clouds
371,Coracora,PE,-15.0333,-73.7833,61.16,27,2,5.32,clear sky
372,Muroto,JP,33.2833,134.15,81.59,80,100,10.98,overcast clouds
373,Canutama,BR,-6.5339,-64.3831,95.14,25,12,5.3,few clouds
374,Maputo,MZ,-25.9653,32.5892,74.68,61,0,14.5,clear sky
375,Rio Gallegos,AR,-51.6226,-69.2181,39.25,45,100,21.85,overcast clouds
376,Jalu,LY,29.0331,21.5482,95.11,21,0,15.77,clear sky
377,Okhotsk,RU,59.3833,143.3,49.91,82,100,12.57,overcast clouds
378,Araouane,ML,18.9048,-3.5265,104.31,19,14,9.98,few clouds
379,Kencong,ID,-8.2833,113.3667,76.51,89,100,1.97,overcast clouds
380,High Level,CA,58.5169,-117.136,53.71,87,100,2.3,smoke
381,Byron Bay,AU,-28.65,153.6167,53.94,78,99,14.74,overcast clouds
382,Ailigandi,PA,9.2333,-78.0167,83.39,75,100,1.45,overcast clouds
383,Hami,CN,42.8,93.45,78.15,17,1,3.94,clear sky
384,Delmenhorst,DE,53.05,8.6167,82.15,40,0,6.91,clear sky
385,Haines Junction,CA,60.7522,-137.5108,26.55,100,96,2.3,overcast clouds
386,Eidsvag,NO,62.7767,8.0668,64.45,55,6,5.86,clear sky
387,Kulhudhuffushi,MV,6.6221,73.07,80.87,83,100,22.15,overcast clouds
388,Tura,IN,25.5198,90.2201,74.43,96,72,4.03,broken clouds
389,Codrington,AU,-38.2667,141.9667,50.02,75,100,9.82,overcast clouds
390,Doka,SD,13.5167,35.7667,75.83,82,99,5.61,overcast clouds
391,Acajutla,SV,13.5928,-89.8275,82.6,69,53,4.92,broken clouds
392,Manacapuru,BR,-3.2997,-60.6206,91.96,36,9,3.89,clear sky
393,Arenal,CO,8.4593,-73.9433,84.38,72,100,2.01,overcast clouds
394,Paripiranga,BR,-10.6875,-37.8617,78.06,51,84,11.7,broken clouds
395,Chapais,CA,49.7834,-74.8492,46.18,51,59,4.99,broken clouds
396,Mamallapuram,IN,12.6264,80.1722,86.05,80,18,14.23,few clouds
397,Walvis Bay,NA,-22.9575,14.5053,60.1,60,1,21.07,clear sky
398,Domodossola,IT,46.1165,8.2931,84.42,60,52,4.79,broken clouds
399,Mancio Lima,BR,-7.6142,-72.8958,78.87,65,34,9.22,scattered clouds
400,Williamsport,US,41.2412,-77.0011,78.03,92,75,4.0,broken clouds
401,Xining,CN,36.6167,101.7667,48.79,80,100,4.61,overcast clouds
402,Terrace,CA,54.5163,-128.6035,51.71,100,75,5.75,broken clouds
403,Jaru,BR,-10.4389,-62.4664,93.2,27,52,8.99,broken clouds
404,Corinto,GR,37.9407,22.9573,86.9,40,1,1.43,clear sky
405,Basco,PH,20.4487,121.9702,84.38,82,100,27.76,overcast clouds
406,Caditaan,PH,12.8053,123.8492,80.91,86,100,4.16,overcast clouds
407,Tvoroyri,FO,61.5556,-6.8111,53.2,90,87,26.53,overcast clouds
408,Port Shepstone,ZA,-30.7414,30.455,74.32,71,4,17.22,clear sky
409,Manama,BH,26.2154,50.5832,102.38,56,0,8.05,clear sky
410,Husavik,IS,66.0449,-17.3389,58.28,71,11,5.5,few clouds
411,Westport,US,41.1415,-73.3579,82.29,82,20,8.05,few clouds
412,Harlingen,US,26.1906,-97.6961,84.88,83,0,3.44,clear sky
413,The Valley,AI,18.217,-63.0578,85.86,89,40,18.41,scattered clouds
414,Chirongui,YT,-12.9319,45.1483,76.93,60,0,7.81,clear sky
415,Clyde River,CA,70.4692,-68.5914,39.43,100,100,4.61,overcast clouds
416,Imeni Poliny Osipenko,RU,52.4201,136.4853,59.94,95,100,6.13,overcast clouds
417,Muncar,ID,-8.4333,114.3333,75.02,92,99,2.37,overcast clouds
418,Pacifica,US,37.6138,-122.4869,68.67,89,0,6.91,clear sky
419,Poum,NC,-20.2333,164.0167,76.75,86,100,21.56,overcast clouds
420,Luganville,VU,-15.5333,167.1667,77.07,89,100,6.62,overcast clouds
421,Hanzhong,CN,33.0728,107.0303,66.79,79,100,1.41,overcast clouds
422,Adre,TD,13.4667,22.2,78.53,64,100,1.12,overcast clouds
423,Yuanping,CN,38.7153,112.7575,63.86,48,69,5.66,broken clouds
424,Kamenka,RU,51.3223,42.7678,47.1,88,100,9.08,light rain
425,Nizhniy Kuranakh,RU,58.8353,125.4869,39.15,98,100,5.32,overcast clouds
426,Dunedin,NZ,-45.8742,170.5036,39.79,76,99,5.99,overcast clouds
427,Boueni,YT,-12.9025,45.0761,76.98,61,0,8.66,clear sky
428,Marsh Harbour,BS,26.5412,-77.0636,83.89,71,20,10.29,few clouds
429,Ullapool,GB,57.8987,-5.1604,63.36,80,92,7.25,overcast clouds
430,Derzhavinsk,KZ,51.1,66.3167,70.68,25,99,9.33,overcast clouds
431,Hernani,ES,43.2662,-1.9762,82.81,65,20,6.91,few clouds
432,Zabol,AF,32.25,67.25,71.33,23,0,10.6,clear sky
433,Pandan,PH,14.0453,124.1694,81.57,83,100,8.59,overcast clouds
434,Maxixe,MZ,-23.8597,35.3472,70.43,62,0,10.22,clear sky
435,Chimbote,PE,-9.0853,-78.5783,64.71,73,71,6.69,broken clouds
436,Yumen,CN,40.2833,97.2,68.99,16,0,10.87,clear sky
437,Chiang Klang,TH,19.2938,100.8617,75.81,98,100,1.43,overcast clouds
438,Nha Trang,VN,12.25,109.1833,78.8,87,100,3.04,overcast clouds
439,Vao,NC,-22.6667,167.4833,74.73,86,100,26.55,moderate rain
440,Vila Velha,BR,-20.3297,-40.2925,82.35,71,75,18.41,broken clouds
441,Caluquembe,AO,-13.7833,14.6833,81.68,13,9,6.96,clear sky
442,Cayenne,GF,4.9333,-52.3333,87.84,62,75,8.05,broken clouds
443,Laizhou,CN,37.1717,119.9214,68.86,85,100,6.89,overcast clouds
444,Maua,BR,-23.6678,-46.4614,56.35,88,100,9.13,overcast clouds
445,Conceicao Do Araguaia,BR,-8.2578,-49.2647,99.93,17,10,8.08,clear sky
446,Borba,BR,-4.3878,-59.5939,99.9,18,7,4.59,clear sky
447,Maceio,BR,-9.6658,-35.7353,80.04,69,75,11.5,broken clouds
448,Hasaki,JP,35.7333,140.8333,73.8,88,69,7.72,broken clouds
449,Yurino,RU,56.2942,46.3039,53.98,54,100,4.88,overcast clouds
450,Playas,EC,-2.6333,-80.3833,71.6,76,96,7.96,overcast clouds
451,Ust-Ishim,RU,57.6935,71.1665,50.86,63,100,6.67,overcast clouds
452,Smithers,CA,54.7804,-127.1743,48.52,93,40,3.44,scattered clouds
453,Hambantota,LK,6.1241,81.1185,79.14,100,40,8.05,scattered clouds
454,Arlit,NE,18.7369,7.3853,106.32,10,8,6.87,clear sky
455,Eureka,US,40.8021,-124.1637,57.2,94,1,2.62,clear sky
456,Pitiquito,MX,30.7,-112.0833,84.88,63,100,2.57,overcast clouds
457,Wonosobo,ID,-7.36,109.9025,67.05,95,100,1.12,overcast clouds
458,Mahon,ES,39.8885,4.2658,86.56,58,20,10.36,few clouds
459,Rosario,AR,-32.9468,-60.6393,66.25,37,0,13.8,clear sky
460,Quatre Cocos,MU,-20.2078,57.7625,71.71,79,27,16.08,light rain
461,Kedrovyy,RU,56.1667,91.8167,52.21,78,100,7.18,light rain
462,Simao,CN,22.7886,100.9748,67.23,99,100,2.04,overcast clouds
463,Porto Velho,BR,-8.7619,-63.9039,84.25,45,18,11.5,few clouds
464,Maldonado,UY,-34.6667,-54.9167,61.99,47,0,10.83,clear sky
465,Mayo,US,38.8876,-76.5119,83.95,77,0,4.61,clear sky
466,Mount Isa,AU,-20.7333,139.5,53.37,58,100,0.0,overcast clouds
467,Awjilah,LY,29.1081,21.2869,94.73,21,0,16.73,clear sky
468,Puerto El Triunfo,SV,13.2833,-88.55,81.52,68,75,1.41,broken clouds
469,Suntar,RU,62.1444,117.6319,41.23,88,98,3.56,overcast clouds
470,Chase,CA,50.8165,-119.6857,58.08,70,77,4.29,broken clouds
471,Kuala Pilah,MY,2.7389,102.2487,76.32,84,100,1.07,light rain
472,Callaway,US,30.153,-85.5699,84.94,84,20,3.44,few clouds
473,Dire,ML,12.2833,-10.9667,80.31,81,94,1.14,overcast clouds
474,Korba,IN,22.35,82.6833,78.75,87,100,1.74,overcast clouds
475,Gorontalo,ID,0.5412,123.0595,75.94,95,100,2.95,overcast clouds
476,Bayangol,RU,50.6977,103.4656,30.02,89,2,3.67,clear sky
477,Jiblah,YE,13.9216,44.1467,65.73,69,74,3.0,light rain
478,Haimen,CN,23.1935,116.6142,84.09,66,100,12.1,overcast clouds
479,Bogoroditsk,RU,53.7717,38.1241,57.43,42,98,8.08,overcast clouds
480,Mariental,NA,-24.6333,17.9667,83.91,8,3,23.17,clear sky
481,Fethiye,TR,36.6217,29.1164,87.67,46,0,4.52,clear sky
482,Mpwapwa,TZ,-6.35,36.4833,79.32,31,7,9.33,clear sky
483,Kaputa,ZM,-8.4689,29.6619,86.97,28,0,2.01,clear sky
484,Roebourne,AU,-20.7833,117.1333,69.8,63,1,11.23,clear sky
485,Svetlogorsk,BY,52.6333,29.7333,62.35,44,90,5.86,overcast clouds
486,Ossora,RU,59.2353,163.0719,45.34,70,72,8.34,broken clouds
487,Belaya Gora,RU,68.5333,146.4167,38.93,86,100,15.79,overcast clouds
488,Pavlodar,KZ,52.3,76.95,62.4,39,0,4.47,clear sky
489,Broome,US,42.2506,-75.833,76.68,83,0,3.44,clear sky
490,Tezpur,IN,26.6333,92.8,77.34,93,100,3.87,overcast clouds
491,Mikhaylov,RU,54.2292,39.0186,58.42,37,91,11.41,overcast clouds
492,Manicore,BR,-5.8092,-61.3003,85.95,70,0,2.3,clear sky
493,Kaeo,NZ,-35.1,173.7833,56.32,93,100,6.67,overcast clouds
494,Hervey Bay,AU,-25.2986,152.8535,62.42,67,29,21.56,scattered clouds
495,Fuchu,JP,35.6667,139.4833,78.48,85,100,4.61,overcast clouds
496,Pombas,CV,17.1503,-25.0201,83.98,81,55,9.78,broken clouds
497,Callaguip,PH,18.0714,120.4867,80.24,87,100,20.96,overcast clouds
498,Murchison,NZ,-41.8,172.3333,41.68,97,100,1.81,overcast clouds
499,Mingshui,CN,36.7167,117.5,71.94,62,100,6.73,overcast clouds
500,Manggar,ID,-2.8833,108.2667,81.19,75,100,5.28,overcast clouds
501,Urumqi,CN,43.801,87.6005,77.95,24,0,2.24,clear sky
502,Sosnogorsk,RU,63.6023,53.8817,40.59,97,100,6.46,light rain
503,Pinheiro Machado,BR,-31.5783,-53.3811,56.05,49,0,0.87,clear sky
504,Labuhan,ID,-6.8844,112.2051,81.28,71,100,7.58,overcast clouds
505,Omsukchan,RU,62.5333,155.8,27.07,91,70,4.92,broken clouds
506,Lashio,MM,22.9333,97.75,70.95,98,100,1.3,overcast clouds
507,Coquimbo,CL,-29.9533,-71.3436,53.33,87,75,2.3,broken clouds
508,Folldal,NO,62.1325,9.9968,51.08,76,95,6.26,overcast clouds
509,Mugur-Aksy,RU,50.35,90.5,51.12,53,26,1.16,scattered clouds
510,Mogadishu,SO,2.0371,45.3438,80.47,74,75,16.11,broken clouds
511,San Francisco Del Mar,MX,16.2333,-94.65,75.81,90,100,6.89,overcast clouds
512,Bukachacha,RU,52.9833,116.9167,51.73,98,100,6.82,moderate rain
513,Mount Gambier,AU,-37.8333,140.7667,44.15,82,100,5.77,overcast clouds
514,Waingapu,ID,-9.6567,120.2641,77.88,81,62,6.11,broken clouds
515,Mount Pleasant,US,32.7941,-79.8626,87.01,73,20,10.36,few clouds
516,Miraflores,MX,19.2167,-98.8083,61.03,80,89,2.71,overcast clouds
517,Yuancheng,CN,36.652,107.7896,66.63,29,60,4.45,broken clouds
518,Aykhal,RU,66.0,111.5,34.36,82,7,9.75,clear sky
519,Beisfjord,NO,68.3751,17.5988,60.04,56,8,4.59,clear sky
520,Kihei,US,20.785,-156.4656,80.83,82,0,0.0,clear sky
521,Pimentel,PE,-6.8367,-79.9342,62.89,82,100,3.44,overcast clouds
522,Sandakan,MY,5.8402,118.1179,76.68,94,40,2.3,scattered clouds
523,Yenisehir,TR,40.2644,29.6531,77.05,69,40,17.27,scattered clouds
524,Quballat,TN,36.5418,9.6633,102.49,26,44,17.18,scattered clouds
525,Fare,PF,-16.7,-151.0167,78.31,72,9,16.91,clear sky
526,Kangly,RU,44.2544,43.0308,80.65,50,97,13.42,overcast clouds
527,Lasa,IT,46.6166,10.7002,76.08,53,68,2.55,broken clouds
528,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.5,18,0,6.26,clear sky
529,Waddan,LY,29.1614,16.139,96.22,21,0,17.87,clear sky
530,Hoquiam,US,46.9809,-123.8893,62.58,93,100,8.05,overcast clouds
531,Vallenar,CL,-28.5708,-70.7581,76.42,12,0,4.27,clear sky
532,Aswan,EG,24.0934,32.907,108.7,15,0,6.91,clear sky
533,Richmond,US,37.5538,-77.4603,85.32,71,75,5.75,broken clouds
534,Harper,LR,4.375,-7.7169,78.94,80,45,8.59,scattered clouds
535,Juneau,US,58.3019,-134.4197,53.22,99,100,6.91,light rain
536,Weilmunster,DE,50.4333,8.3667,82.45,50,97,2.93,overcast clouds
537,Puerto Maldonado,PE,-12.6,-69.1833,75.6,43,0,8.05,clear sky
538,Poli,TZ,-3.3333,36.8,73.67,37,30,8.9,scattered clouds
539,Salinas,US,36.6777,-121.6555,69.84,84,0,3.44,clear sky
540,Bowen,AU,-20.0167,148.2333,60.84,80,0,7.72,clear sky
541,Santa Maria,BR,-29.6842,-53.8069,54.7,54,0,10.36,clear sky
542,Beyneu,KZ,45.3167,55.2,95.56,12,0,11.25,clear sky
543,Zhob,PK,31.3411,69.4481,83.26,24,0,4.23,clear sky
544,Srednekolymsk,RU,67.45,153.6833,37.54,76,100,8.23,overcast clouds
545,Tuatapere,NZ,-46.1333,167.6833,38.79,86,97,12.41,overcast clouds
546,Bosaso,SO,11.2842,49.1816,89.91,51,3,3.04,clear sky
547,Altus,US,34.6381,-99.334,82.98,67,0,5.75,haze
548,Dawlatabad,AF,36.4141,64.9053,84.78,8,0,5.53,clear sky
549,Yulin,CN,22.6333,110.15,77.34,65,85,2.77,overcast clouds
550,Douglas,US,41.3,-96.167,68.59,81,75,6.91,broken clouds
551,Panzhihua,CN,26.5851,101.7128,63.43,90,100,3.31,overcast clouds
552,Vila Franca Do Campo,PT,37.7167,-25.4333,77.41,59,50,9.91,scattered clouds
553,Damoh,IN,23.8333,79.45,78.08,86,99,7.83,overcast clouds
554,Pak Phanang,TH,8.3511,100.202,78.82,77,100,12.3,moderate rain
555,Qaqortoq,GL,60.7167,-46.0333,48.11,88,38,5.73,scattered clouds
556,Ginda,IN,30.6945,78.4932,63.52,94,23,3.89,few clouds
557,Mana,GF,5.6592,-53.7767,87.13,59,84,9.06,broken clouds
558,Rebrikha,RU,53.0733,82.3408,59.94,37,96,7.54,overcast clouds
559,Karratha,AU,-20.7377,116.8463,69.91,65,1,11.92,clear sky
560,Valparaiso,CL,-33.0393,-71.6273,59.23,76,100,3.44,fog
561,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,90,75,8.05,broken clouds
562,Aksarka,RU,66.5606,67.7975,39.52,97,100,12.26,light rain
563,Kilindoni,TZ,-7.9139,39.6668,75.58,78,14,16.51,few clouds
564,Erdenet,MN,49.0333,104.0833,35.73,70,47,4.34,scattered clouds
565,San Roque,ES,36.2107,-5.3842,81.43,39,0,8.05,clear sky
566,Khani,GE,41.9563,42.9566,66.94,98,94,0.81,light rain
567,Ust-Uda,RU,54.1742,103.0304,40.73,84,79,1.63,broken clouds
568,Abu Samrah,SY,35.3029,37.1841,97.03,22,0,15.17,clear sky
569,Paramonga,PE,-10.6667,-77.8333,64.33,73,58,7.36,broken clouds
570,Laguna,US,38.421,-121.4238,85.08,64,0,0.0,clear sky
571,Yanam,IN,16.7333,82.2167,81.46,82,83,5.41,broken clouds
572,Sattahip,TH,12.6664,100.9007,86.99,89,40,4.61,scattered clouds
573,Lanxi,CN,29.2195,119.477,74.57,85,100,7.63,overcast clouds
574,Gavle,SE,60.6745,17.1417,59.38,62,68,1.99,broken clouds
575,Ahuimanu,US,21.4447,-157.8378,76.75,92,75,3.44,light rain
576,Gazimurskiy Zavod,RU,51.5461,118.3266,53.64,97,100,4.59,overcast clouds
577,Saint-Maximin-La-Sainte-Baume,FR,43.4521,5.8622,83.25,45,13,6.87,few clouds
578,Alenquer,BR,-1.9417,-54.7383,94.64,38,35,5.93,scattered clouds
579,Sergeyevka,KZ,53.88,67.4158,57.43,39,89,4.83,overcast clouds
580,Bintulu,MY,3.1667,113.0333,77.41,94,20,3.44,few clouds
581,Tirumullaivasal,IN,11.2333,79.8333,82.13,84,10,13.04,clear sky
582,Koumac,NC,-20.5667,164.2833,75.61,87,98,12.91,overcast clouds
583,Bilma,NE,18.6853,12.9164,105.37,11,0,6.22,clear sky
584,Aljezur,PT,37.3191,-8.8033,73.13,62,1,9.57,clear sky
585,Sinnamary,GF,5.3833,-52.95,86.7,62,79,10.63,broken clouds
586,Yuzhou,CN,34.1628,113.4639,75.2,60,98,5.21,overcast clouds
587,Moose Factory,CA,51.2585,-80.6094,51.8,82,0,5.75,clear sky
588,Linguere,SN,15.3953,-15.1193,88.9,57,100,9.15,overcast clouds
589,Matagami,CA,49.7502,-77.6328,42.91,81,100,5.75,overcast clouds
590,Caravelas,BR,-17.7125,-39.2481,82.0,47,0,8.05,clear sky
591,Mandera,KE,3.9366,41.867,91.06,30,97,17.47,overcast clouds
592,Tateyama,JP,34.9833,139.8667,76.1,86,70,7.02,broken clouds
593,Price,US,39.5994,-110.8107,72.66,26,0,0.0,clear sky
594,Williams Lake,CA,52.1415,-122.1445,65.77,49,75,6.91,smoke
595,Tancheng,CN,27.4375,115.4976,71.58,62,35,2.8,scattered clouds
596,Bambanglipuro,ID,-7.95,110.2833,74.25,94,98,3.33,overcast clouds
597,Quelimane,MZ,-17.8786,36.8883,74.21,67,0,8.16,clear sky
598,Sistranda,NO,63.7256,8.834,66.16,69,11,6.22,few clouds
599,Iranshahr,IR,27.2025,60.6848,104.34,6,0,11.5,clear sky
600,Kavaratti,IN,10.5669,72.642,80.6,83,77,21.18,broken clouds
601,Ucluelet,CA,48.9329,-125.5528,59.09,94,100,9.84,overcast clouds
602,Riyadh,SA,24.6877,46.7219,107.74,8,0,9.95,clear sky
603,Cuiluan,CN,47.72,128.648,56.14,89,100,8.7,overcast clouds
604,Kimbe,PG,-5.5502,150.1429,76.53,90,30,2.77,scattered clouds
605,Lompoc,US,34.6391,-120.4579,86.77,82,0,0.0,clear sky
606,Inhambane,MZ,-23.865,35.3833,70.66,63,0,10.74,clear sky
607,Libenge,CD,3.65,18.6333,83.61,64,93,4.23,light rain
608,Surt,LY,31.2089,16.5887,85.28,53,0,10.02,clear sky
609,Katangli,RU,51.7102,143.2326,56.77,86,3,5.86,clear sky
610,Mazagao,BR,-0.115,-51.2894,89.65,45,6,5.5,clear sky
611,Wasilla,US,61.5814,-149.4394,48.18,89,100,8.05,light rain
612,Raudeberg,NO,61.9875,5.1352,61.47,70,0,2.17,clear sky
613,Chabahar,IR,25.2919,60.643,82.18,76,3,9.06,clear sky
614,Maningrida,AU,-12.0667,134.2667,68.49,67,9,9.26,clear sky
615,Kinshasa,CD,-4.3246,15.3215,91.83,35,63,3.69,broken clouds
616,Kaoma,ZM,-14.7833,24.8,91.04,18,6,2.93,clear sky
617,Batagay,RU,67.6333,134.6333,36.54,72,91,3.4,overcast clouds
618,Kargasok,RU,59.0556,80.8572,47.14,83,14,10.4,few clouds
619,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,87,0,2.24,clear sky
620,Razole,IN,16.4833,81.8333,81.61,81,68,5.14,broken clouds
621,Takoradi,GH,4.8845,-1.7554,78.35,81,44,10.89,light rain
622,Martaban,MM,16.5314,97.6111,78.94,88,96,5.57,overcast clouds
623,Bad Driburg,DE,51.7333,9.0167,80.69,46,91,7.0,overcast clouds
624,Krasnoarmeysk,RU,51.0239,45.6969,50.36,78,100,19.26,overcast clouds
625,Zharkent,KZ,44.1628,80.0,75.43,16,0,5.35,clear sky
626,Vanderhoof,CA,54.0166,-124.0198,57.61,66,100,9.06,overcast clouds
627,Minab,IR,27.1467,57.0801,93.52,52,0,6.91,clear sky
628,Manado,ID,1.487,124.8455,75.97,100,40,1.14,scattered clouds
629,Puri,IN,19.8,85.85,81.12,74,81,13.69,broken clouds
630,Rawson,AR,-43.3002,-65.1023,60.96,44,76,6.02,broken clouds
631,Maarianhamina,AX,60.0973,19.9348,57.06,54,20,10.36,few clouds
632,Onega,RU,63.9061,38.1404,48.85,75,92,12.1,overcast clouds
633,Kedgwick,CA,47.6446,-67.3434,49.03,97,100,6.42,overcast clouds
634,Libreville,GA,0.3925,9.4537,80.62,74,40,5.75,scattered clouds
635,Sao Raimundo Nonato,BR,-9.0153,-42.6994,91.99,28,2,9.6,clear sky
636,Santiago Del Estero,AR,-27.7951,-64.2615,69.3,16,0,9.53,clear sky
637,Abu Dhabi,AE,24.4667,54.3667,100.42,51,0,11.5,clear sky
638,Gunjur,GM,13.2019,-16.7339,87.87,70,40,0.0,light rain
639,Celle,DE,52.6226,10.0805,82.27,43,75,4.61,broken clouds
640,Nelson Bay,AU,-32.7167,152.15,58.1,75,97,7.0,overcast clouds
641,Matara,LK,5.9485,80.5353,77.14,91,81,7.94,broken clouds
642,Vestmanna,FO,62.1564,-7.1664,58.12,72,75,16.11,broken clouds
643,Muisne,EC,0.6,-80.0333,74.86,82,100,11.74,overcast clouds
644,Jalapa,MX,19.5333,-96.9167,65.82,92,95,2.3,overcast clouds
645,Cabadiangan,PH,9.7531,122.4739,78.44,90,100,2.57,overcast clouds
646,Durban,ZA,-29.8579,31.0292,81.52,83,0,3.0,clear sky
647,Yarada,IN,17.65,83.2667,82.72,94,40,2.3,scattered clouds
648,Oranjestad,AW,12.524,-70.027,85.95,74,20,11.5,few clouds
649,Sechura,PE,-5.5569,-80.8222,68.88,68,82,7.23,broken clouds
650,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,94,100,4.61,overcast clouds
651,Bradley,US,35.1501,-84.8666,74.32,95,100,3.91,overcast clouds
652,Aksum,ET,14.1245,38.7244,59.4,83,61,6.82,moderate rain
653,Baft,IR,29.234,56.6057,77.5,6,15,3.09,few clouds
654,Greeneville,US,36.1632,-82.831,76.75,87,100,4.61,overcast clouds
655,Pasighat,IN,28.0667,95.3333,75.02,97,96,3.15,overcast clouds
656,Shelburne,CA,44.0787,-80.2041,59.23,93,100,8.12,overcast clouds
657,Manta,EC,-0.95,-80.7333,73.18,88,100,6.91,overcast clouds
658,Zhigansk,RU,66.7697,123.3711,42.66,55,100,6.22,overcast clouds
659,Oriximina,BR,-1.7656,-55.8661,94.28,38,13,7.45,few clouds
660,Vostok,RU,46.4856,135.8833,58.28,63,100,5.48,overcast clouds
661,Katangi,IN,23.45,79.7833,74.46,88,86,6.29,overcast clouds
662,Leninskoye,KZ,41.7589,69.3864,81.54,17,0,7.78,clear sky
663,Shache,CN,38.4167,77.2406,78.71,18,2,4.25,clear sky
664,Gao,ML,16.6362,1.637,101.19,20,8,4.12,clear sky
665,Paris,FR,48.8534,2.3488,87.78,37,0,9.22,clear sky
666,Inirida,CO,3.8653,-67.9239,80.71,76,98,3.11,overcast clouds
667,Kelvington,CA,52.1667,-103.5343,70.41,36,0,14.9,clear sky
668,Carballo,ES,43.213,-8.691,72.43,86,100,13.33,overcast clouds
669,Tilichiki,RU,60.4667,166.1,45.21,83,100,8.1,overcast clouds
670,Teo,ES,42.75,-8.5,73.53,75,40,17.27,scattered clouds
671,Jiaozuo,CN,35.2397,113.2331,77.9,49,100,6.42,overcast clouds
672,Imeni Babushkina,RU,59.7573,43.1285,48.09,79,94,7.96,overcast clouds
673,Coracao De Jesus,BR,-16.6853,-44.365,90.46,16,3,5.99,clear sky
674,Kjollefjord,NO,70.9457,27.3465,48.25,81,75,13.8,broken clouds
675,Cavalcante,BR,-13.7975,-47.4583,88.32,18,1,6.46,clear sky
676,Amapa,BR,1.0,-52.0,91.4,44,12,4.7,few clouds
677,Sibu,MY,2.3,111.8167,75.51,94,40,0.0,scattered clouds
678,Rey Bouba,CM,8.6724,14.1786,80.19,86,91,5.35,moderate rain
679,Mirabad,AF,30.4362,61.8383,92.1,7,0,16.58,clear sky
680,Tornio,FI,65.8481,24.1466,51.82,56,100,8.41,overcast clouds
681,Rio De Janeiro,BR,-22.9028,-43.2075,71.55,81,100,8.05,light intensity drizzle
682,Ordynskoye,RU,54.3656,81.8994,56.98,45,72,6.71,broken clouds
683,Cabatuan,PH,10.8794,122.486,77.27,88,100,3.8,overcast clouds
684,Loikaw,MM,19.6742,97.2094,69.6,94,100,4.29,overcast clouds
685,Danville,US,36.586,-79.395,79.29,80,75,4.61,broken clouds
686,Chhata,IN,27.7167,77.5,91.17,44,0,9.8,clear sky
687,Vicuna,CL,-30.0319,-70.7081,78.76,5,0,3.11,clear sky
688,Ushibuka,JP,32.1906,130.0228,81.36,81,100,16.46,moderate rain
689,Lincoln,US,40.8,-96.667,68.0,78,0,9.22,clear sky
690,Mehamn,NO,71.0357,27.8492,48.15,81,75,13.8,broken clouds
691,Fairbanks,US,64.8378,-147.7164,52.61,93,100,11.5,overcast clouds
692,Port Hardy,CA,50.6996,-127.4199,53.78,94,75,3.44,broken clouds
693,Middelburg,ZA,-25.7751,29.4648,77.2,11,30,10.16,scattered clouds
694,Doha,QA,25.2867,51.5333,104.31,33,0,9.22,clear sky
695,Evensk,RU,61.95,159.2333,39.27,64,62,10.45,broken clouds
696,Hailun,CN,47.45,126.9333,57.33,95,100,8.25,overcast clouds
697,Touho,NC,-20.7833,165.2333,74.12,93,100,15.84,overcast clouds
698,Deputatskiy,RU,69.3,139.9,32.11,87,100,18.54,overcast clouds
699,Pyay,MM,18.8167,95.2167,78.93,89,76,4.09,broken clouds
